,magnitude,cdi,mmi,tsunami,sig,nst,dmin,gap,depth,latitude,longitude,day,evening,morning,night,Mi,mb,md,ml,ms,mw,mwb,mwc,mww,ak,at,ci,duputel,hv,nc,nn,official,pt,us,uw
138,6.5,7,6,0,678,0,1.293,19.0,10.0,34.1818,25.7101,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
139,6.5,8,8,0,1410,0,0.885,31.0,12.06,44.4646,-115.118,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
140,7.5,6,5,1,879,0,4.109,12.0,57.8,48.9638,157.695,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
141,7.0,5,6,1,770,0,4.501,25.0,143.0,45.6161,148.959,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
142,7.7,9,6,1,1812,0,1.657,26.0,14.86,19.4193,-78.756,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
143,6.7,8,9,0,1247,0,0.87,49.0,10.0,38.4312,39.0609,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
144,6.8,9,7,1,825,0,0.546,39.0,18.0,6.6969,125.174,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
145,7.1,6,6,1,799,0,1.271,11.0,33.0,1.6213,126.416,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
146,6.5,0,2,0,650,0,4.765,25.0,577.0,-21.9449,-179.511,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
147,6.6,4,4,1,673,0,5.086,48.0,10.0,-18.5747,-175.272,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
148,6.5,9,7,1,733,0,0.428,19.0,10.0,6.9098,125.178,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
149,6.6,9,7,1,780,0,0.646,24.0,15.0,6.7567,125.008,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
150,6.7,7,6,1,844,0,1.269,98.0,11.0,-35.4758,-73.163,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
151,6.5,7,7,1,656,0,3.909,15.0,12.26,-3.4528,128.37,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
152,6.6,2,3,1,671,0,4.121,19.0,591.0,-20.3641,-178.57,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
153,6.6,0,4,1,670,0,12.896,19.0,16.0,-60.2152,-26.5801,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
154,6.9,4,6,0,875,0,2.839,23.0,49.0,-7.2822,104.791,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
155,6.8,6,6,1,947,0,0.817,35.0,25.0,-34.2364,-72.3102,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
156,6.6,0,4,1,670,0,6.024,30.0,181.0,-16.1985,167.998,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
157,7.2,7,7,1,809,0,1.504,38.0,18.98,-0.5858,128.034,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
158,6.6,5,5,0,791,0,2.978,32.0,10.0,-18.2242,120.358,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
159,6.9,7,5,0,747,0,1.205,21.0,35.0,0.5126,126.189,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
160,7.1,9,9,0,1646,77,0.04616,43.0,8.0,35.7695,-117.599,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
161,7.3,4,6,1,952,0,2.629,16.0,212.0,-6.4078,129.169,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
162,7.3,8,6,1,830,0,1.402,11.0,46.0,-30.6441,-178.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
163,6.6,7,6,1,886,0,1.193,22.0,57.92,13.1994,-89.3056,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
164,8.0,9,8,1,1890,0,3.18,17.0,122.57,-5.8119,-75.2697,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
165,7.6,7,7,1,929,0,0.453,16.0,10.0,-4.051,152.597,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
166,7.1,7,6,1,826,0,2.514,16.0,146.0,-6.9746,146.449,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
167,6.8,5,6,1,717,0,0.791,28.0,15.46,-1.8146,122.58,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
168,6.5,0,5,1,650,0,7.568,18.0,38.0,-58.6262,-25.304,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
169,7.0,7,4,1,869,0,2.501,42.0,267.0,-14.7131,-70.1546,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
170,7.5,7,7,1,1145,0,2.045,15.0,145.0,-2.1862,-77.0505,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
171,6.7,6,6,1,909,0,0.289,43.0,66.0,14.6802,-92.4527,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
172,6.7,0,3,0,691,0,7.527,17.0,13.0,-43.1219,42.3568,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
173,6.7,8,8,1,1600,0,0.173,22.0,63.0,-30.0404,-71.3815,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
174,6.6,5,4,1,671,0,7.818,18.0,35.0,-13.336,166.875,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
175,6.6,2,4,1,672,0,1.596,33.0,43.21,2.258,126.758,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
176,6.8,3,3,0,715,0,1.181,16.0,570.41,-8.144,-71.587,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
177,7.0,5,5,1,803,0,1.769,21.0,60.21,5.8983,126.921,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
178,7.3,3,7,1,822,0,4.126,23.0,16.56,55.0999,164.699,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
179,7.1,0,5,1,776,0,7.043,20.0,133.0,-58.5446,-26.3856,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
180,6.6,0,4,1,670,0,2.679,31.0,10.0,-22.0629,169.733,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
181,7.5,3,6,1,871,0,2.405,18.0,10.0,-21.9496,169.427,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
182,7.1,8,8,1,1790,0,0.0,0.0,46.7,61.3464,-149.955,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
183,6.8,0,3,1,711,0,2.879,39.0,540.0,-17.8735,-178.927,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
184,6.7,3,4,1,693,0,7.853,19.0,10.0,71.6312,-11.2431,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
185,6.8,8,7,0,954,0,2.268,15.0,14.0,37.5203,20.5565,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
186,6.5,2,4,0,655,0,1.692,68.0,10.0,49.297,-129.724,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
187,6.8,4,4,1,776,0,1.505,36.0,10.0,49.3346,-129.289,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
188,6.5,3,4,1,669,0,1.611,63.0,10.0,49.2586,-129.412,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
189,6.5,0,4,1,650,0,2.109,22.0,17.0,-21.7427,169.522,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
190,6.7,0,3,1,691,0,2.705,17.0,461.0,52.8549,153.243,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
191,6.5,0,4,1,650,0,3.923,14.0,20.0,49.2902,156.297,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
192,7.0,6,6,1,758,0,1.778,18.0,39.0,-5.7012,151.205,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
193,6.7,2,3,1,691,0,3.745,23.0,550.0,-18.3604,-178.063,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
194,7.5,8,8,0,2026,0,1.649,13.0,20.0,-0.2559,119.846,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
195,6.5,4,1,0,651,0,5.139,18.0,576.0,-25.415,178.199,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
196,6.9,3,4,0,735,0,2.785,18.0,115.0,-31.7447,-179.373,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
197,6.5,3,6,1,651,0,1.638,25.0,68.0,-10.0207,161.503,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
198,7.9,7,4,1,979,0,1.431,12.0,670.81,-18.4743,179.35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
199,6.6,8,9,1,1075,0,1.13,32.0,35.0,42.6861,141.929,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
200,7.1,2,5,1,776,0,2.548,23.0,21.43,-22.0295,170.126,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
201,7.1,0,3,0,776,0,3.77,12.0,630.0,-11.0355,-70.8284,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
202,6.5,6,7,1,652,0,4.797,10.0,9.0,-16.0315,168.143,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
203,7.3,8,6,1,1570,0,1.822,15.0,146.82,10.7731,-62.9019,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
204,6.9,7,7,0,1206,0,2.453,31.0,21.0,-8.319,116.627,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
205,8.2,5,4,1,1050,0,3.63,13.0,600.0,-18.1125,-178.153,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
206,6.5,5,3,0,743,0,2.719,23.0,529.0,-7.3718,119.802,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
207,6.5,6,6,1,655,0,0.576,22.0,33.93,51.4234,-178.026,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
208,6.9,9,8,0,1704,0,2.271,15.0,34.0,-8.2581,116.438,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
209,6.9,7,8,1,1392,63,0.11,210.0,5.81,19.3182,-155.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
210,6.8,5,3,0,733,0,5.32,16.0,559.0,-20.6588,-63.0058,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
211,6.9,9,6,1,741,0,1.487,18.0,35.0,-5.5321,151.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
212,6.7,5,6,1,696,0,1.507,15.0,40.0,-5.5024,151.402,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
213,6.8,6,6,1,719,0,1.049,16.0,22.86,-4.3762,153.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
214,6.7,8,7,1,697,0,5.457,19.0,20.49,-6.3043,142.612,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
215,7.5,9,8,1,943,0,5.48,17.0,25.21,-6.0699,142.754,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
216,7.2,7,7,1,1384,0,0.142,82.0,22.0,16.3855,-97.9787,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
217,7.9,9,4,1,1870,0,2.585,30.0,14.06,56.0039,-149.166,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
218,7.1,9,7,1,1075,0,4.29,23.0,39.0,-15.7675,-74.7092,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
219,7.5,8,5,1,1623,0,4.581,12.0,19.0,17.4825,-83.52,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
220,6.5,8,7,0,998,0,2.365,28.0,90.0,-7.4921,108.174,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
221,6.5,1,5,1,651,0,17.654,23.0,17.0,-54.2189,2.1628,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
222,7.0,4,6,1,771,0,0.617,14.0,10.0,-21.3246,168.671,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
223,6.6,4,5,1,676,0,0.529,21.0,13.0,-21.5027,168.598,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
224,6.5,8,8,1,1153,0,0.225,37.0,19.36,9.5147,-84.4865,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
225,7.3,8,9,0,2790,0,0.284,33.0,19.0,34.9109,45.9592,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
226,6.5,6,5,1,661,0,4.449,10.0,110.57,-4.2433,143.485,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
227,6.8,5,5,1,727,0,4.852,21.0,10.0,-15.3197,-173.168,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
228,6.6,3,5,1,674,0,0.788,29.0,22.0,-21.6484,168.859,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
229,6.7,3,4,1,691,0,1.062,55.0,24.0,-21.6971,169.148,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
230,6.7,3,3,0,694,0,1.634,16.0,553.81,-7.2168,123.074,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
231,6.5,3,5,1,651,0,1.154,11.0,119.0,52.3909,176.769,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
232,7.1,9,8,0,1686,0,0.984,23.0,48.0,18.5499,-98.4887,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
233,8.2,9,7,1,2910,0,0.944,22.0,47.39,15.0222,-93.8993,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
234,6.5,5,7,0,707,0,11.411,22.0,9.0,33.1926,103.855,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
235,6.6,7,7,0,1064,0,0.913,16.0,7.0,36.9293,27.4139,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
236,7.7,8,7,1,918,0,3.564,13.0,10.0,54.4434,168.857,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
237,6.6,5,4,1,704,0,3.773,37.0,10.0,-49.4837,164.016,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
238,6.5,9,8,1,740,0,4.139,30.0,9.0,11.1269,124.629,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
239,6.8,6,6,1,1034,0,1.065,38.0,38.12,13.7174,-90.9718,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
240,6.9,8,6,1,1188,0,0.247,35.0,93.0,14.9091,-92.0092,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
241,6.8,0,4,1,711,0,2.308,12.0,5.0,54.0312,170.92,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
242,6.6,7,7,0,678,0,2.353,18.0,12.0,-1.2923,120.431,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
243,6.5,0,4,1,650,0,6.489,17.0,15.0,-56.414,-25.7432,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
244,6.8,6,5,1,713,0,7.495,19.0,169.0,-14.5884,167.377,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
245,6.9,9,6,1,814,0,1.636,14.0,26.0,5.5043,125.066,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
246,6.9,9,7,1,1642,0,0.356,39.0,28.0,-33.0375,-72.0617,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
247,6.5,7,8,0,1297,0,2.36,15.0,29.0,-22.6784,25.1558,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
248,6.6,6,7,1,671,0,4.591,14.0,17.0,56.9401,162.786,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
249,6.9,2,3,1,733,0,6.012,19.0,414.5,-23.2593,-178.804,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
250,6.5,3,3,0,653,0,4.242,14.0,595.98,-19.2814,-63.9047,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
251,6.5,8,7,1,718,0,2.822,36.0,15.0,9.9071,125.452,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
252,7.9,9,7,1,987,0,3.625,9.0,135.0,-6.2464,155.172,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
253,6.5,6,6,1,654,0,1.64,21.0,36.0,-10.3506,161.335,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
254,7.3,6,3,1,849,0,3.813,18.0,627.17,4.4782,122.617,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
255,6.9,6,4,1,742,0,2.495,13.0,12.0,-19.3733,176.052,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
256,7.6,9,8,1,1152,0,0.355,29.0,38.0,-43.4064,-73.9413,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
257,6.7,5,5,0,726,0,3.38,17.0,152.0,-7.5082,127.921,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
258,7.9,9,7,1,972,0,1.389,13.0,94.54,-4.5049,153.522,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
259,6.9,8,6,1,737,0,1.747,26.0,19.73,-10.749,161.132,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
260,6.5,0,5,0,650,0,1.937,18.0,12.26,-10.8416,161.314,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
261,7.8,9,8,1,961,0,1.836,13.0,40.0,-10.6812,161.327,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
262,6.6,5,4,1,1120,0,1.405,55.0,8.45,40.4535,-126.194,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
263,6.5,9,8,0,731,0,0.778,27.0,13.0,5.2834,96.1678,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
264,6.6,8,7,0,693,0,1.697,20.0,17.0,39.2732,73.9776,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
265,6.9,5,4,1,855,0,1.796,20.0,10.0,11.9097,-88.8968,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
266,6.9,9,6,1,1144,0,0.671,10.0,9.0,37.3931,141.387,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
267,6.5,7,7,1,664,0,0.283,56.0,9.0,-42.6058,173.254,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
268,6.5,6,7,1,656,0,0.135,58.0,10.0,-42.3205,173.669,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
269,7.8,9,9,1,1545,0,0.481,21.0,15.11,-42.7373,173.054,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
270,6.6,9,8,0,2840,0,0.174,25.0,8.0,42.8621,13.0961,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
271,6.6,3,3,0,677,0,2.022,16.0,614.0,-4.8626,108.163,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
272,6.8,3,6,1,716,0,3.727,11.0,42.0,-6.0033,148.887,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
273,6.9,2,3,1,733,0,4.051,9.0,596.4,-19.7819,-178.244,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
274,7.0,5,6,1,897,0,0.698,21.0,19.0,-37.3586,179.146,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
275,6.8,4,3,1,713,0,0.803,12.0,476.0,-3.6849,152.792,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
276,6.8,6,6,0,981,0,1.802,17.0,82.0,20.9228,94.569,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
277,7.2,6,5,1,799,0,4.823,14.0,16.37,-22.4765,173.117,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
