,sig,cdi,longitude,latitude,depth,gap,official,dmin,nst,mmi,magnitude
652,692,5,150.982,-5.881,32.0,15.6,0,0.0,533,6,6.7
653,1481,8,-155.935,19.877,38.182,124.0,0,0.0,43,9,6.7
654,737,3,-172.033,-16.592,28.0,20.9,0,0.0,702,3,6.9
655,711,0,155.512,-6.759,38.0,28.4,0,0.0,459,6,6.8
656,650,0,157.522,51.148,43.0,47.4,0,0.0,700,6,6.5
657,713,5,167.789,-15.798,150.0,26.2,0,0.0,551,5,6.8
658,947,7,107.419,-9.284,20.0,36.8,0,0.0,357,5,7.7
659,650,0,151.133,-5.724,34.0,20.3,0,0.0,477,6,6.5
660,670,0,165.743,60.772,19.0,28.0,0,0.0,548,7,6.6
661,719,4,97.05,0.093,12.0,16.3,0,0.0,701,5,6.8
662,1013,7,-174.123,-20.187,55.0,20.7,0,0.0,626,7,8.0
663,1026,8,-173.907,-19.99,60.5,0.0,0,0.0,0,9,8.0
664,653,7,-71.056,-27.211,12.0,46.3,0,0.0,282,7,6.5
665,696,6,-71.022,-27.017,12.0,25.6,0,0.0,277,7,6.7
666,670,0,167.516,60.491,11.0,28.4,0,0.0,645,8,6.6
667,889,0,167.089,60.949,22.0,18.5,0,0.0,579,8,7.6
668,654,3,176.989,-16.527,14.0,25.5,0,0.0,247,5,6.5
669,691,0,127.214,-3.595,30.1,21.3,0,0.0,306,7,6.7
670,891,5,33.583,-21.324,11.0,23.2,0,0.0,412,9,7.0
671,934,7,23.212,36.311,66.0,19.7,0,0.0,769,6,6.7
672,703,7,-112.117,28.164,14.0,48.2,0,0.0,323,6,6.6
673,721,6,71.093,36.357,224.6,20.5,0,0.0,529,5,6.5
674,744,5,29.83,-6.224,22.0,20.0,0,0.0,561,7,6.8
675,683,4,142.122,38.089,29.0,48.8,0,0.0,464,5,6.5
676,651,3,96.786,2.164,21.0,20.7,0,0.0,358,6,6.5
677,711,0,-67.895,-22.361,147.0,30.1,0,0.0,509,6,6.8
678,1267,9,73.588,34.539,26.0,21.1,0,0.0,724,9,7.6
679,670,0,151.84,-5.437,25.0,17.7,0,0.0,402,6,6.6
680,1018,8,-76.398,-5.678,115.0,26.2,0,0.0,696,7,7.5
681,891,5,153.474,-4.539,90.0,20.0,0,0.0,502,7,7.6
682,1104,7,142.039,38.276,36.0,19.6,0,0.0,698,7,7.2
683,808,4,92.19,7.92,16.0,26.4,0,0.0,636,5,7.2
684,693,3,97.082,1.819,21.0,22.3,0,0.0,398,6,6.7
685,719,6,-86.172,11.245,27.0,21.1,0,0.0,446,5,6.6
686,1318,5,-125.953,41.292,16.0,31.4,0,0.0,420,4,7.2
687,1020,8,-69.197,-19.987,115.6,16.1,0,0.0,714,7,7.8
688,740,5,97.041,1.989,30.0,26.0,0,0.0,635,7,6.9
689,731,6,98.459,0.587,34.0,20.9,0,0.0,695,5,6.7
690,657,3,99.779,-1.714,30.0,21.2,0,0.0,478,6,6.5
691,717,5,99.607,-1.644,19.0,21.2,0,0.0,656,6,6.7
692,1138,0,97.108,2.085,30.0,22.1,1,0.0,510,8,8.6
693,805,8,130.131,33.807,10.0,22.9,0,0.0,401,7,6.6
694,776,0,129.933,-6.527,201.7,18.1,0,0.0,569,5,7.1
695,711,0,95.592,2.908,36.0,33.8,0,0.0,444,6,6.8
696,650,0,122.129,-5.562,10.0,31.8,0,0.0,371,7,6.5
697,652,3,126.421,4.756,39.7,47.3,0,0.0,286,5,6.5
698,691,0,167.259,-14.252,206.3,30.2,0,0.0,457,4,6.7
699,782,7,123.337,5.293,525.0,26.4,0,0.0,640,3,7.1
700,676,6,141.491,34.064,27.8,78.5,0,0.0,225,4,6.6
701,670,0,92.375,8.879,16.1,31.9,0,0.0,353,5,6.6
702,802,5,92.958,6.91,39.2,27.9,0,0.0,385,6,7.2
703,1274,0,95.982,3.295,30.0,22.0,1,0.0,601,8,9.1
704,1009,0,161.345,-49.312,10.0,59.3,0,0.0,331,5,8.1
705,858,5,-81.409,18.958,10.0,21.8,0,0.0,639,6,6.8
706,724,4,145.228,42.9,35.0,23.6,0,0.0,759,7,6.8
707,771,4,145.119,43.006,39.0,23.9,0,0.0,929,7,7.0
708,776,0,135.404,-3.609,10.0,28.8,0,0.0,439,7,7.1
709,782,5,164.721,-46.676,10.0,14.7,0,0.0,585,5,7.1
710,820,8,-77.508,4.695,15.0,50.2,0,0.0,708,8,7.2
711,870,5,124.868,-8.152,10.0,33.8,0,0.0,301,7,7.5
712,691,0,162.208,-11.128,10.0,21.5,0,0.0,233,6,6.7
713,703,7,-128.772,49.277,10.0,37.3,0,0.0,459,4,6.7
714,670,0,138.779,37.226,16.0,37.0,0,0.0,782,8,6.6
715,705,5,122.694,24.53,94.0,24.7,0,0.0,698,6,6.7
716,754,0,-86.665,11.422,35.0,32.2,0,0.0,441,6,7.0
717,665,5,120.534,13.925,105.0,18.3,0,0.0,526,5,6.5
718,711,0,162.161,-10.951,36.0,15.7,0,0.0,545,6,6.8
719,670,0,137.227,33.205,10.0,29.8,0,0.0,478,4,6.6
720,842,0,137.071,33.184,10.0,27.5,0,0.0,594,5,7.4
721,798,0,136.618,33.07,14.0,28.4,0,0.0,643,5,7.2
722,650,0,-70.525,-35.173,5.0,30.1,0,0.0,349,7,6.5
723,650,0,133.091,-0.443,13.4,39.0,0,0.0,305,7,6.5
724,732,0,160.003,55.682,188.6,31.2,0,0.0,798,5,6.9
725,670,0,-73.406,-37.695,21.0,46.9,0,0.0,282,7,6.6
726,691,0,122.839,-9.362,65.8,27.6,0,0.0,386,5,6.7
727,650,0,167.198,-13.174,228.4,29.9,0,0.0,424,4,6.5
728,670,0,71.029,36.512,187.1,18.3,0,0.0,728,4,6.6
729,691,0,135.339,-3.665,25.7,33.3,0,0.0,256,7,6.7
730,820,0,135.023,-4.003,10.0,23.0,0,0.0,390,7,7.3
731,754,0,135.538,-3.615,16.6,33.0,0,0.0,367,7,7.0
732,691,0,127.4,-3.12,17.4,42.5,0,0.0,243,6,6.7
733,820,0,169.766,-22.015,10.0,46.6,0,0.0,235,4,7.3
734,670,0,58.311,28.995,10.0,44.8,0,0.0,552,9,6.6
735,650,0,-82.824,8.416,33.0,48.4,0,0.0,405,6,6.5
736,1390,7,-121.101,35.7005,8.382,71.0,0,0.04685,65,9,6.5
737,711,0,121.362,23.039,10.0,27.7,0,0.0,447,7,6.8
738,670,0,150.88,-5.581,35.0,25.1,0,0.0,384,6,6.6
739,650,0,125.416,12.025,35.0,45.9,0,0.0,487,6,6.5
740,670,0,168.892,-19.262,113.7,26.2,0,0.0,475,5,6.6
741,754,0,142.619,37.812,10.0,61.2,0,0.0,568,5,7.0
742,691,0,144.57,42.648,32.0,55.4,0,0.0,556,6,6.7
743,691,0,87.721,50.211,10.0,24.5,0,0.0,643,7,6.7
744,650,0,144.38,42.45,25.0,71.3,0,0.0,586,5,6.5
745,820,0,87.813,50.038,16.0,24.5,0,0.0,667,7,7.3
746,842,0,143.593,41.774,33.0,78.8,0,0.0,514,7,7.4
747,1024,0,143.91,41.815,27.0,0.0,1,0.0,0,9,8.16
748,670,0,95.672,19.917,10.0,24.7,0,0.0,518,7,6.6
749,798,0,167.144,-45.104,28.0,17.5,0,0.0,428,7,7.2
750,889,0,-43.411,-60.532,10.0,25.2,0,0.0,315,6,7.6
751,650,0,152.174,-3.828,33.0,31.4,0,0.0,156,6,6.5
752,711,0,-71.637,-30.608,33.0,39.1,0,0.0,398,7,6.8
753,732,0,159.999,55.492,174.8,26.7,0,0.0,733,5,6.9
754,670,0,152.502,-5.095,33.0,27.8,0,0.0,419,6,6.6
755,754,0,128.855,2.354,31.0,30.3,0,0.0,473,6,7.0
756,754,0,141.568,38.849,68.0,19.1,0,0.0,690,7,7.0
757,711,0,3.634,36.964,12.0,19.4,0,0.0,534,9,6.8
758,650,0,120.743,-8.294,33.0,28.7,0,0.0,247,7,6.5
759,711,0,153.238,-4.694,40.2,38.4,0,0.0,431,7,6.8
760,889,0,-104.104,18.77,24.0,0.0,0,0.0,551,7,7.6
761,650,0,-90.774,13.626,24.0,0.0,0,0.0,316,6,6.5
762,820,0,160.77,-10.491,33.0,0.0,0,0.0,457,6,7.3
763,691,0,153.701,-5.311,71.9,0.0,0,0.0,323,5,6.7
764,691,0,153.275,-4.786,34.0,0.0,0,0.0,453,6,6.7
765,1750,8,-147.453,63.5141,4.2,0.0,0,0.0,0,9,7.9
766,842,0,96.085,2.824,30.0,0.0,0,0.0,418,7,7.4
767,670,0,-147.912,63.5144,4.2,0.0,0,0.0,0,7,6.6
768,691,0,133.973,-1.511,10.0,0.0,0,0.0,250,7,6.7
769,889,0,134.297,-1.757,10.0,0.0,0,0.0,375,7,7.6
770,650,0,93.068,13.036,21.0,0.0,0,0.0,646,6,6.5
771,889,0,142.945,-3.302,13.0,0.0,0,0.0,428,7,7.6
772,650,0,146.199,14.101,30.0,0.0,0,0.0,260,4,6.5
773,650,0,-82.793,7.929,10.0,0.0,0,0.0,533,7,6.5
774,650,0,49.047,35.626,10.0,0.0,0,0.0,555,8,6.5
775,670,0,-71.124,-30.805,54.0,0.0,0,0.0,420,7,6.6
776,691,0,166.383,-12.592,33.0,0.0,0,0.0,272,5,6.7
777,776,0,144.619,13.088,85.7,0.0,0,0.0,257,7,7.1
778,691,0,-70.586,-27.535,62.0,0.0,0,0.0,462,7,6.7
779,711,0,-100.865,16.985,24.9,0.0,0,0.0,292,6,6.8
780,776,0,122.179,24.279,32.8,0.0,0,0.0,550,6,7.1
781,650,0,-68.329,-21.663,125.1,0.0,0,0.0,486,5,6.5
782,865,0,124.249,6.033,31.0,0.0,0,0.0,321,7,7.5
783,842,0,70.482,36.502,225.6,0.0,0,0.0,138,5,7.4
784,670,0,151.248,-5.345,39.0,0.0,0,0.0,444,6,6.6
785,650,0,31.271,38.573,5.0,0.0,0,0.0,482,7,6.5
786,691,0,142.427,-3.212,11.0,0.0,0,0.0,333,8,6.7
787,670,0,168.004,-17.664,10.0,0.0,0,0.0,386,6,6.6
788,798,0,167.856,-17.6,21.0,0.0,0,0.0,427,6,7.2
789,711,0,159.53,-9.613,16.0,0.0,0,0.0,385,7,6.8
790,711,0,122.734,23.954,14.0,0.0,0,0.0,499,5,6.8
791,650,0,141.089,39.402,123.8,0.0,0,0.0,605,5,6.5
792,936,0,90.541,35.946,10.0,0.0,0,0.0,368,9,7.8
793,754,0,150.196,-5.912,33.0,0.0,0,0.0,254,7,7.0
794,865,0,123.907,-4.102,33.0,0.0,0,0.0,234,6,7.5
795,754,0,144.98,12.686,37.0,0.0,0,0.0,482,6,7.0
796,650,0,133.13,-0.578,33.0,0.0,0,0.0,174,6,6.5
797,754,6,-154.701,58.775,131.8,0.0,0,0.0,0,6,6.6
798,650,0,24.244,39.059,10.0,0.0,0,0.0,483,8,6.5
799,889,0,-72.077,-17.543,33.0,0.0,0,0.0,398,7,7.6
800,670,0,-73.987,-16.086,62.0,0.0,0,0.0,324,7,6.6
801,691,0,-71.649,-17.745,24.0,0.0,0,0.0,422,6,6.7
802,1086,0,-73.641,-16.265,33.0,0.0,1,0.0,518,8,8.4
803,691,0,155.865,-7.41,17.0,0.0,0,0.0,282,6,6.7
804,711,0,132.526,34.083,50.0,0.0,0,0.0,596,7,6.8
805,650,0,128.02,-4.029,33.0,0.0,0,0.0,206,6,6.5
806,1441,7,-122.727,47.149,51.798,31.0,0,0.0,67,7,6.8
807,776,0,126.249,1.271,35.0,0.0,0,0.0,426,7,7.1
808,842,0,102.562,-4.68,36.0,0.0,0,0.0,221,6,7.4
809,670,0,-88.938,13.671,10.0,0.0,0,0.0,273,8,6.6
810,912,0,70.232,23.419,16.0,0.0,0,0.0,472,9,7.7
811,732,0,101.776,-4.022,28.0,0.0,0,0.0,117,6,6.9
812,912,0,-88.66,13.049,60.0,0.0,0,0.0,427,8,7.7
813,745,5,-153.281,56.7744,36.4,0.0,0,0.0,0,7,6.9
814,776,0,167.17,-14.928,103.0,0.0,0,0.0,372,7,7.1
815,711,0,126.899,6.631,33.0,0.0,0,0.0,64,5,6.8
816,865,0,126.579,6.898,33.0,0.0,0,0.0,324,7,7.5
817,650,0,152.725,-4.218,31.0,0.0,0,0.0,401,7,6.5
818,754,0,54.799,39.566,30.0,0.0,0,0.0,495,7,7.0
819,650,0,49.954,40.167,33.0,0.0,0,0.0,268,6,6.5
820,711,0,49.946,40.245,50.4,0.0,0,0.0,446,6,6.8
821,711,0,151.771,-5.228,33.0,0.0,0,0.0,402,6,6.8
822,670,0,153.181,-5.097,33.0,0.0,0,0.0,267,6,6.6
823,936,0,151.781,-5.496,33.0,0.0,0,0.0,346,7,7.8
824,650,0,153.226,-4.827,33.0,0.0,0,0.0,71,6,6.5
825,936,0,153.102,-5.233,30.0,0.0,0,0.0,294,7,7.8
826,985,0,152.169,-3.98,33.0,0.0,0,0.0,254,7,8.0
827,650,0,-77.829,7.042,17.0,0.0,0,0.0,462,7,6.5
828,754,0,153.945,-4.766,50.0,0.0,0,0.0,60,7,7.0
829,711,0,105.63,-6.549,38.0,0.0,0,0.0,415,6,6.8
830,691,0,133.134,35.456,10.0,0.0,0,0.0,390,8,6.7
831,754,0,166.91,-15.421,23.0,0.0,0,0.0,357,7,7.0
832,650,0,30.709,-7.977,34.0,0.0,0,0.0,415,6,6.5
833,711,0,127.394,-4.11,16.0,0.0,0,0.0,336,6,6.8
834,650,0,-102.48,18.198,45.8,0.0,0,0.0,481,6,6.5
835,711,0,142.246,48.786,10.0,0.0,0,0.0,593,7,6.8
836,670,0,166.448,-12.037,33.0,0.0,0,0.0,218,6,6.6
837,650,0,139.376,33.901,10.0,0.0,0,0.0,428,7,6.5
838,670,0,150.917,-7.747,10.0,0.0,0,0.0,367,5,6.6
839,650,0,-154.198,57.3546,42.9,0.0,0,0.0,0,6,6.5
840,650,0,-20.758,63.98,10.0,0.0,0,0.0,351,9,6.5
841,960,0,97.453,-13.802,10.0,0.0,0,0.0,405,5,7.9
842,650,0,-20.487,63.966,10.0,0.0,0,0.0,406,8,6.5
843,691,0,101.905,-4.612,33.0,0.0,0,0.0,352,5,6.7
844,691,0,102.102,-4.646,33.0,0.0,0,0.0,147,5,6.7
845,960,0,102.087,-4.721,33.0,0.0,0,0.0,379,8,7.9
846,798,0,-66.452,-23.548,225.0,0.0,0,0.0,0,5,7.2
847,889,0,123.573,-1.105,26.0,0.0,0,0.0,0,7,7.6
848,670,0,143.807,-6.817,10.0,0.0,0,0.0,0,8,6.6
849,670,0,150.876,-5.844,33.0,0.0,0,0.0,0,6,6.6
850,711,0,146.837,43.046,61.1,0.0,0,0.0,0,6,6.8
851,798,0,-174.248,-16.925,183.4,0.0,0,0.0,0,6,7.2
852,732,0,165.354,-10.86,33.0,0.0,0,0.0,0,6,6.9
853,650,0,105.555,-6.845,56.0,0.0,0,0.0,0,6,6.5
854,820,0,119.74,15.766,33.0,0.0,0,0.0,0,7,7.3
855,754,0,-154.347,57.3424,43.6,0.0,0,0.0,0,7,7.0
856,670,0,-69.171,-18.901,128.1,0.0,0,0.0,0,5,6.6
857,865,0,168.214,-16.423,33.0,0.0,0,0.0,0,7,7.5
858,754,0,148.763,-6.351,33.0,0.0,0,0.0,0,6,7.0
859,732,0,148.82,-5.978,47.5,0.0,0,0.0,0,6,6.9
860,798,0,31.161,40.758,10.0,0.0,0,0.0,0,9,7.2
861,650,0,71.24,36.522,228.4,0.0,0,0.0,0,4,6.5
862,1576,8,-116.265,34.6033,13.73,57.0,0,0.0,73,8,7.1
863,865,0,-96.931,16.059,60.6,0.0,0,0.0,0,8,7.5
864,650,0,121.158,23.738,17.0,0.0,0,0.0,0,7,6.5
865,912,0,120.982,23.772,33.0,0.0,0,0.0,0,9,7.7
866,670,0,168.039,-16.117,33.0,0.0,0,0.0,0,6,6.6
867,732,0,-84.159,9.044,20.0,0.0,0,0.0,0,6,6.9
868,889,0,29.864,40.748,17.0,0.0,0,0.0,0,9,7.6
869,691,0,-88.33,15.782,10.0,0.0,0,0.0,0,8,6.7
870,754,0,-97.436,18.386,70.0,0.0,0,0.0,0,7,7.0
871,670,0,152.877,-5.165,27.0,0.0,0,0.0,0,5,6.6
872,776,0,152.486,-4.751,73.7,0.0,0,0.0,0,7,7.1
873,776,0,150.88,-5.159,138.0,0.0,0,0.0,0,7,7.1
874,711,0,-176.46,-21.422,164.2,0.0,0,0.0,0,5,6.8
875,842,0,149.568,-5.591,150.0,0.0,0,0.0,0,7,7.4
876,711,0,-72.662,-16.66,87.2,0.0,0,0.0,0,7,6.8
877,670,0,79.403,30.512,15.0,0.0,0,0.0,0,7,6.6
878,732,0,-177.668,51.587,33.0,0.0,0,0.0,0,6,6.9
879,732,0,159.52,52.056,56.6,0.0,0,0.0,0,5,6.9
880,776,0,121.937,5.397,33.0,0.0,0,0.0,0,6,7.1
881,670,0,57.193,28.343,33.0,0.0,0,0.0,0,7,6.6
882,820,0,166.697,-12.853,90.1,0.0,0,0.0,0,7,7.3
883,670,0,-169.123,52.886,67.2,0.0,0,0.0,0,6,6.6
884,754,0,153.235,-4.596,114.1,0.0,0,0.0,0,7,7.0
885,711,0,-176.376,-21.632,144.3,0.0,0,0.0,0,5,6.8
886,912,0,124.891,-2.071,33.0,0.0,0,0.0,0,7,7.7
887,754,0,128.946,-6.92,33.0,0.0,0,0.0,0,7,7.0
888,691,0,129.022,-6.954,33.0,0.0,0,0.0,0,6,6.7
889,670,0,112.413,-8.194,151.6,0.0,0,0.0,0,5,6.6
890,670,0,-71.715,-29.45,27.0,0.0,0,0.0,0,6,6.6
891,711,0,126.764,5.41,50.0,0.0,0,0.0,0,5,6.8
892,798,0,-80.393,-0.593,33.0,0.0,0,0.0,0,7,7.2
893,691,0,138.901,-2.693,33.0,0.0,0,0.0,0,6,6.7
894,754,0,141.926,-2.961,10.0,0.0,0,0.0,0,7,7.0
895,754,0,166.16,-11.04,110.2,0.0,0,0.0,0,7,7.0
896,670,0,70.11,37.106,33.0,0.0,0,0.0,0,6,6.6
897,670,0,-65.431,-17.731,24.0,0.0,0,0.0,0,8,6.6
898,691,0,119.584,0.207,33.0,0.0,0,0.0,0,6,6.7
899,670,0,151.714,-5.147,61.4,0.0,0,0.0,0,6,6.6
900,865,0,125.308,22.306,33.0,0.0,0,0.0,0,5,7.5
901,670,0,-74.238,-8.148,164.6,0.0,0,0.0,0,5,6.6
902,754,0,99.261,-0.544,55.7,0.0,0,0.0,0,6,7.0
903,670,0,57.605,30.154,9.0,0.0,0,0.0,0,8,6.6
904,776,0,-70.207,-23.913,42.0,0.0,0,0.0,0,7,7.1
905,691,0,-179.376,-15.848,23.4,0.0,0,0.0,0,6,6.7
906,670,0,-71.41,-30.985,34.8,0.0,0,0.0,0,7,6.6
907,670,0,-91.473,14.374,33.0,0.0,0,0.0,0,6,6.6
908,798,0,147.867,-5.495,179.3,0.0,0,0.0,0,6,7.2
909,936,0,162.035,54.841,33.0,0.0,0,0.0,0,7,7.8
910,754,0,122.536,1.241,24.0,0.0,0,0.0,0,6,7.0
911,670,0,20.656,37.57,33.0,0.0,0,0.0,0,7,6.6
912,754,0,167.375,-15.145,123.1,0.0,0,0.0,0,6,7.0
913,650,0,-88.808,13.849,176.4,0.0,0,0.0,0,4,6.5
914,865,0,87.325,35.069,33.0,0.0,0,0.0,0,7,7.5
915,798,0,-76.681,-4.368,112.0,0.0,0,0.0,0,7,7.2
916,776,0,-71.22,-30.933,58.0,0.0,0,0.0,0,7,7.1
917,936,0,-176.772,-22.101,167.3,0.0,0,0.0,0,7,7.8
918,650,0,125.779,9.79,105.6,0.0,0,0.0,0,5,6.5
919,711,0,-75.749,3.849,198.7,0.0,0,0.0,0,5,6.8
920,670,0,144.362,-3.562,22.8,0.0,0,0.0,0,6,6.6
921,732,0,-98.216,16.333,33.0,0.0,0,0.0,0,6,6.9
922,754,0,-63.486,10.598,19.9,0.0,0,0.0,0,8,7.0
923,711,0,-71.872,-30.058,19.0,0.0,0,0.0,0,6,6.8
924,650,0,-101.604,18.684,70.0,0.0,0,0.0,0,6,6.5
925,711,0,169.287,-20.438,57.0,0.0,0,0.0,0,6,6.8
926,650,0,70.945,36.411,196.0,0.0,0,0.0,0,4,6.5
927,820,0,59.809,33.825,10.0,0.0,0,0.0,0,9,7.3
928,650,0,144.901,13.986,100.8,0.0,0,0.0,0,6,6.5
929,691,0,-60.892,11.112,5.0,0.0,0,0.0,0,7,6.7
930,912,0,166.676,-12.584,33.0,0.0,0,0.0,0,6,7.7
931,650,0,147.408,-6.485,69.1,0.0,0,0.0,0,6,6.5
932,732,0,127.647,7.742,10.0,0.0,0,0.0,0,5,6.9
933,776,0,68.208,29.976,33.0,0.0,0,0.0,0,6,7.1
934,650,0,57.291,37.661,10.0,0.0,0,0.0,0,8,6.5
935,798,0,-102.756,18.219,33.0,0.0,0,0.0,0,7,7.2
936,650,0,138.92,43.207,226.5,0.0,0,0.0,0,4,6.5
937,691,0,131.314,31.789,49.2,0.0,0,0.0,0,6,6.7
938,732,0,78.133,35.345,33.0,0.0,0,0.0,0,7,6.9
939,912,0,-75.675,-14.993,33.0,0.0,0,0.0,0,7,7.7
940,691,0,131.468,31.885,22.0,0.0,0,0.0,0,7,6.7
941,670,0,131.093,30.568,10.0,0.0,0,0.0,0,7,6.6
942,711,0,155.568,-7.133,24.0,0.0,0,0.0,0,6,6.8
943,711,0,32.126,34.556,33.0,0.0,0,0.0,0,6,6.8
944,670,0,126.334,9.454,33.0,0.0,0,0.0,0,6,6.6
945,670,0,126.284,9.463,33.0,0.0,0,0.0,0,6,6.6
946,711,0,121.498,21.898,20.0,0.0,0,0.0,0,6,6.8
947,732,0,161.445,-10.769,33.0,0.0,0,0.0,0,6,6.9
948,754,0,120.45,1.0,33.0,0.0,0,0.0,0,6,7.0
949,670,0,120.254,1.016,33.0,0.0,0,0.0,0,6,6.6
950,711,0,-100.965,17.6,18.3,0.0,0,0.0,0,6,6.8
951,960,0,122.589,-7.137,587.3,0.0,0,0.0,0,4,7.9
952,776,0,125.154,12.614,33.0,0.0,0,0.0,0,6,7.1
953,820,0,-176.847,51.478,26.3,0.0,0,0.0,0,7,7.3
954,960,0,-177.632,51.564,33.0,0.0,0,0.0,0,7,7.9
955,691,0,167.13,-13.481,200.1,0.0,0,0.0,0,4,6.7
956,798,0,154.999,-6.518,44.0,0.0,0,0.0,0,6,7.2
957,670,0,-70.093,-23.944,49.5,0.0,0,0.0,0,7,6.6
958,691,0,167.297,-14.705,164.4,0.0,0,0.0,0,5,6.7
959,691,0,-86.772,11.905,33.0,0.0,0,0.0,0,6,6.7
960,670,0,-86.856,11.657,33.0,0.0,0,0.0,0,6,6.6
961,776,0,-98.07,15.978,21.1,0.0,0,0.0,0,7,7.1
962,865,0,-79.587,-9.593,10.0,0.0,0,0.0,0,6,7.5
963,650,0,136.225,-0.917,31.9,0.0,0,0.0,0,6,6.5
964,650,0,135.84,-0.567,19.2,0.0,0,0.0,0,6,6.5
965,1007,0,136.952,-0.891,33.0,0.0,1,0.0,0,8,8.09
966,691,0,142.38,37.353,40.8,0.0,0,0.0,0,4,6.7
967,798,0,149.892,45.324,42.6,0.0,0,0.0,0,6,7.2
968,670,0,100.276,27.291,11.1,0.0,0,0.0,0,10,6.6
969,670,0,159.586,53.826,33.0,0.0,0,0.0,0,7,6.6
970,960,0,119.931,0.729,24.0,0.0,0,0.0,0,8,7.9
971,776,0,129.151,-6.903,141.9,0.0,0,0.0,0,6,7.1
972,650,0,140.233,-3.703,63.4,0.0,0,0.0,0,6,6.5
973,960,0,149.3,44.663,33.0,0.0,0,0.0,0,6,7.9
974,798,0,34.799,28.826,10.0,0.0,0,0.0,0,9,7.2
975,691,0,-71.417,-28.906,19.9,0.0,0,0.0,0,7,6.7
976,798,0,-93.469,16.84,159.3,0.0,0,0.0,0,6,7.2
977,711,0,130.148,28.094,19.7,0.0,0,0.0,0,6,6.8
978,776,0,130.175,27.929,28.4,0.0,0,0.0,0,6,7.1
979,985,0,-104.205,19.055,33.0,0.0,0,0.0,0,8,8.0
980,711,0,101.436,-2.045,33.0,0.0,0,0.0,0,7,6.8
981,650,0,-77.851,-2.778,16.7,0.0,0,0.0,0,7,6.5
982,754,0,-77.881,-2.75,24.4,0.0,0,0.0,0,7,7.0
983,650,0,-78.581,-10.68,59.9,0.0,0,0.0,0,5,6.5
984,842,0,-98.597,16.779,23.0,0.0,0,0.0,0,7,7.4
985,670,0,-110.284,26.092,12.2,0.0,0,0.0,0,5,6.6
986,670,0,-75.577,5.139,119.6,0.0,0,0.0,0,6,6.6
987,798,0,154.347,-5.771,33.0,0.0,0,0.0,0,6,7.2
988,670,0,153.773,-5.429,18.7,0.0,0,0.0,0,4,6.6
989,912,0,154.178,-5.799,30.1,0.0,0,0.0,0,6,7.7
990,691,0,151.515,-4.836,127.9,0.0,0,0.0,0,6,6.7
991,985,0,-70.294,-23.34,45.6,0.0,0,0.0,0,8,8.0
992,711,0,99.196,21.966,12.5,0.0,0,0.0,0,8,6.8
993,670,0,169.287,-19.544,139.4,0.0,0,0.0,0,5,6.6
994,650,0,22.283,38.401,14.2,0.0,0,0.0,0,7,6.5
995,776,0,142.827,52.629,11.0,0.0,0,0.0,0,9,7.1
996,912,0,169.9,-23.008,20.2,0.0,0,0.0,0,4,7.7
997,732,0,125.127,-8.378,11.2,0.0,0,0.0,0,6,6.9
998,670,0,21.695,40.149,14.0,0.0,0,0.0,0,9,6.6
999,776,0,125.297,12.626,16.0,0.0,0,0.0,0,7,7.1
